mouse_id,session_id,asset_path,source_sha256,status,rejection_reason,n_behavior_trials,n_valid_behavior_trials,n_aligned_trials,n_rewarded,n_stochastic_omission,separation_mean,separation_ci_low,separation_ci_high,separation_auc,quality_pass
BSD011,p148,sub-BSD011/sub-BSD011_ses-p148.nwb,c726c3f5527e0815aaa4ce0bee85b8d3bcf85e9cc956a709d5fe0ca0b8cfeabc,substantive,,577,575,575,305,108,-0.0028206426281843335,-0.008240756641483863,0.0026210810204936874,0.45704310868245296,False
BSD011,p149,sub-BSD011/sub-BSD011_ses-p149.nwb,b74e61799d73e7d0601915796b58164e80f40d8088eada4941add7079010eab1,substantive,,673,669,669,362,138,-0.02046903375518684,-0.041235189205486626,-0.0001503036057123323,0.4492753623188406,False
BSD011,p150,sub-BSD011/sub-BSD011_ses-p150.nwb,6a3d21584efd5f4d3a699932b5b4b5c8f9bfd7fc07613c2b6e2c15dd0b155ee4,substantive,,514,511,511,304,100,0.5099929258865695,0.44265809824716185,0.5776260024175481,0.8660197368421053,True
BSD011,p151,sub-BSD011/sub-BSD011_ses-p151.nwb,836b0e551cceb850f491b0028e1cccd3f1026c629379e25e7cb35a63dc918a9c,substantive,,468,467,467,260,100,0.40179480084517605,0.3386964686913056,0.46552223223712536,0.8533461538461539,True
BSD011,p152,sub-BSD011/sub-BSD011_ses-p152.nwb,d094bd582f95629b43691ab0f2d6dbd810ab2444fd7d7ca8913a047f5a54940d,substantive,,753,751,751,444,147,-0.1024628550999327,-0.245919075977383,0.04558633204867158,0.4677177177177177,False
BSD011,p153,sub-BSD011/sub-BSD011_ses-p153.nwb,2b166aa2844b78367146f00f42a4f95e00472ddddf5ade5b73fbdee287fb19a0,substantive,,780,778,778,447,142,-0.050903283293956374,-0.20864523878662208,0.10448845080233976,0.485868229511296,False
BSD011,p154,sub-BSD011/sub-BSD011_ses-p154.nwb,6e4f4219bc648081e98240f577abe3e9faa0e22766fd4fd2d0dcb53a230be1d8,substantive,,312,305,305,183,43,0.9681529004810274,0.7841223464347644,1.1558926993358134,0.8638963019443385,True
BSD011,p155,sub-BSD011/sub-BSD011_ses-p155.nwb,9aae18ca5983d262961aa5d01e429c95850fbd0899747033162dbeba25639a9a,substantive,,710,708,708,433,140,0.9300843888202722,0.8130962008030067,1.0461865144633928,0.8484163642362257,True
BSD011,p156,sub-BSD011/sub-BSD011_ses-p156.nwb,38b3e84b04417cf5cee867d3fef932238873ca77b57b98d100a9731f04e20406,substantive,,913,911,911,531,178,1.135885657928685,1.0342538971486552,1.23948135294502,0.8926342072409488,True
BSD011,p157,sub-BSD011/sub-BSD011_ses-p157.nwb,18dd413415d10fcc335b8d2db51bc7b23521bcd0ea9d1712432e8523549459f0,substantive,,809,808,808,488,147,0.6042971550373742,0.49692783597077156,0.714707193411658,0.7424026987844318,True
BSD011,p158,sub-BSD011/sub-BSD011_ses-p158.nwb,c7b5006579451ac271225036279513805694bbc16b49a7afda98a24bd2a1fa48,substantive,,1064,1061,1061,627,230,-0.06678188464127521,-0.19696696633457325,0.06911939020506533,0.4688509812079606,False
BSD011,p159,sub-BSD011/sub-BSD011_ses-p159.nwb,6096a244cb175c1e8789d30c7255aaada65a53e3a507c151b35d223f6e830056,substantive,,847,843,843,542,137,-0.11669071877827349,-0.24606032482959603,0.011893341468972734,0.4514100250491556,False
BSD011,p160,sub-BSD011/sub-BSD011_ses-p160.nwb,8176549c4b372639948240113816cbf46a89890eb4dd67dffd20ead157c17a31,substantive,,446,442,442,277,79,0.0023302966675577703,-0.19602406438041522,0.20075780099008944,0.5029474934880958,False
BSD011,p161,sub-BSD011/sub-BSD011_ses-p161.nwb,9777f7b02aebbe71abcb105eb9f28574e4e91b842c3e4290cae7f73f41e8c62b,substantive,,577,571,571,331,129,-0.1763700695439219,-0.33391682667916295,-0.014405406358320183,0.43272676175086067,False
BSD015,p104,sub-BSD015/sub-BSD015_ses-p104.nwb,89bd98defd1edde6cecc473e51c60882ea662f94bbabdf6985a275205d49489d,substantive,,1017,1013,1013,555,195,0.9091751755044435,0.8346651953439415,0.9843378638408744,0.9041441441441441,True
BSD015,p105,sub-BSD015/sub-BSD015_ses-p105.nwb,33c3b017b882aba3508288fa8befd4d23b210d747ab37c4c8af773e48ae653f2,substantive,,984,982,982,568,160,0.48997665995346523,0.4466578556889743,0.534481203062859,0.9007922535211268,True
BSD015,p106,sub-BSD015/sub-BSD015_ses-p106.nwb,58244185c1af01c2c19e94ef9632ff3a943b5ccf9ea927229b87912b89ca831e,behavior_only,one or both photometry channels are absent,1098,1093,0,0,0,nan,nan,nan,nan,False
BSD015,p107,sub-BSD015/sub-BSD015_ses-p107.nwb,042ad2f15fd407db54b3e5f99b815ed24198b6b66d37c903926845a652a6e13d,substantive,,983,981,981,582,173,1.160471353638373,1.098499169163049,1.2221402771828056,0.973561369008601,True
BSD015,p108,sub-BSD015/sub-BSD015_ses-p108.nwb,2c8356aae1a5bfa34f5473d95816650f1b5aae15d2d21bdbcf1d09a3ffb87be6,substantive,,923,922,922,562,170,0.4412550816495882,0.40780210567969144,0.475115520791254,0.9297676365920033,True
BSD015,p109,sub-BSD015/sub-BSD015_ses-p109.nwb,56b1f024425b5cbd77cd4464829c89ef30407a6655f0b5038cb27ce6dd4f8897,behavior_only,one or both photometry channels are absent,929,929,0,0,0,nan,nan,nan,nan,False
BSD015,p110,sub-BSD015/sub-BSD015_ses-p110.nwb,75d249d84ca95b339ba0fc450a3e4e02e730c5fdc30c2a8e86b863bd6c00d68c,substantive,,1139,1137,1137,636,225,1.7566623918084177,1.6651149332990132,1.8488164911797718,0.9655835080363382,True
BSD015,p111,sub-BSD015/sub-BSD015_ses-p111.nwb,1f3664a9181ec4079f28d9cfe4812e9349b7f524fc975324a175079cf196d6b7,substantive,,981,978,978,548,203,0.7260155015047185,0.686367771459458,0.7671992765158447,0.9660026608176621,True
BSD015,p112,sub-BSD015/sub-BSD015_ses-p112.nwb,f1e6cc7284834cc7188bb46b5638f0c4618e3a05ae39373c8decd62cdd751042,behavior_only,one or both photometry channels are absent,803,801,0,0,0,nan,nan,nan,nan,False
BSD015,p113,sub-BSD015/sub-BSD015_ses-p113.nwb,fbecbf802ed5850f4d301541059f497bfd8d44e95739b096146ec21e3fd1e2fb,behavior_only,one or both photometry channels are absent,982,982,0,0,0,nan,nan,nan,nan,False
BSD015,p114,sub-BSD015/sub-BSD015_ses-p114.nwb,7c2127b5003e314c77428554d1a58d797965600e5170846aaad31d401644c1c5,behavior_only,one or both photometry channels are absent,837,834,0,0,0,nan,nan,nan,nan,False
BSD015,p115,sub-BSD015/sub-BSD015_ses-p115.nwb,bf29a0343982faffa86a28b921688ecd3d312230a96727827806dbb80de21eb9,behavior_only,one or both photometry channels are absent,545,542,0,0,0,nan,nan,nan,nan,False
BSD015,p116,sub-BSD015/sub-BSD015_ses-p116.nwb,75ea96bcc8e44d0ffddf3fad915021f7f46b87bc30d99400e7f5cd6cb641191b,substantive,,699,698,698,409,129,1.785035920608053,1.6673799946351462,1.9039024905457809,0.9618657720664885,True
BSD015,p117,sub-BSD015/sub-BSD015_ses-p117.nwb,23fe4414517550e4e58417f240d9d75af471f372ef69c7ad349606c409e8b562,substantive,,756,756,756,445,140,1.406938732491698,1.2855892912514293,1.5258539077133688,0.9224879614767255,True
BSD016,p106,sub-BSD016/sub-BSD016_ses-p106.nwb,fa4d628876717cfb9c6de3d22e38c71f8a0c18dd4118e97fa6ef37b188f37de1,substantive,,757,757,757,440,155,0.6382843088961638,0.5850401753011041,0.6915718655395507,0.9119648093841642,True
BSD016,p107,sub-BSD016/sub-BSD016_ses-p107.nwb,bbd97aa247cb1bc757cd680a191d341379953fafe4c17b68a3697c3282c26e54,substantive,,916,915,915,530,186,1.1930035088964734,1.1182882483170862,1.2672490169510922,0.9415804422803814,True
BSD016,p108,sub-BSD016/sub-BSD016_ses-p108.nwb,6f68ff51daeda089bd3042dc3f2010e4a1b7ecc72b1bab15d8be5a01b452086e,behavior_only,one or both photometry channels are absent,923,922,0,0,0,nan,nan,nan,nan,False
BSD016,p109,sub-BSD016/sub-BSD016_ses-p109.nwb,06c40d0757520fc9585ac9da4cc8d65968d06bb674a40c175e00383145f86983,substantive,,941,939,939,584,165,1.5200984911306403,1.4076818384393575,1.6363274040726992,0.9217413864674139,True
BSD016,p110,sub-BSD016/sub-BSD016_ses-p110.nwb,1862f7a34ae15d2a672c9eedf4e7f737f6be1e2829e66b8d0e8e6a3423b0e30b,substantive,,986,985,985,609,184,1.1606129503292992,1.0871149878298016,1.237201952695691,0.9575837081459271,True
