mouse_id,session_id,asset_path,source_sha256,status,rejection_reason,n_behavior_trials,n_valid_behavior_trials,n_aligned_trials,n_rewarded,n_stochastic_omission,separation_mean,separation_ci_low,separation_ci_high,separation_auc,quality_pass
BSD011,p148,sub-BSD011/sub-BSD011_ses-p148.nwb,c726c3f5527e0815aaa4ce0bee85b8d3bcf85e9cc956a709d5fe0ca0b8cfeabc,substantive,,577,575,575,305,108,-0.0033200706480019096,-0.008885897012104056,0.0022684597468153466,0.4525804493017608,False
BSD011,p149,sub-BSD011/sub-BSD011_ses-p149.nwb,b74e61799d73e7d0601915796b58164e80f40d8088eada4941add7079010eab1,substantive,,673,669,669,362,138,-0.0204900171220736,-0.041431616499169474,6.08647880650747e-05,0.44969573224437503,False
BSD011,p150,sub-BSD011/sub-BSD011_ses-p150.nwb,6a3d21584efd5f4d3a699932b5b4b5c8f9bfd7fc07613c2b6e2c15dd0b155ee4,substantive,,514,511,511,304,100,0.509606371031774,0.44191680519481086,0.5775298898872787,0.8639473684210527,True
BSD011,p151,sub-BSD011/sub-BSD011_ses-p151.nwb,836b0e551cceb850f491b0028e1cccd3f1026c629379e25e7cb35a63dc918a9c,substantive,,468,467,467,260,100,0.4039192632266041,0.3403369888446502,0.4680968636739939,0.8529615384615384,True
BSD011,p152,sub-BSD011/sub-BSD011_ses-p152.nwb,d094bd582f95629b43691ab0f2d6dbd810ab2444fd7d7ca8913a047f5a54940d,substantive,,753,751,751,444,147,-0.10216285023366428,-0.24614666668442955,0.046513910662057616,0.46787093215664644,False
BSD011,p153,sub-BSD011/sub-BSD011_ses-p153.nwb,2b166aa2844b78367146f00f42a4f95e00472ddddf5ade5b73fbdee287fb19a0,substantive,,780,778,778,447,142,-0.0508549010585632,-0.208560299678345,0.1045711224690534,0.4860100198506475,False
BSD011,p154,sub-BSD011/sub-BSD011_ses-p154.nwb,6e4f4219bc648081e98240f577abe3e9faa0e22766fd4fd2d0dcb53a230be1d8,substantive,,312,305,305,183,43,0.9928403747286805,0.8002885003599801,1.188929369881938,0.8581776591688905,True
BSD011,p155,sub-BSD011/sub-BSD011_ses-p155.nwb,9aae18ca5983d262961aa5d01e429c95850fbd0899747033162dbeba25639a9a,substantive,,710,708,708,433,140,0.9560246837758558,0.8363590758411283,1.0745390003549327,0.8494721214120752,True
BSD011,p156,sub-BSD011/sub-BSD011_ses-p156.nwb,38b3e84b04417cf5cee867d3fef932238873ca77b57b98d100a9731f04e20406,substantive,,913,911,911,531,178,1.1562080852836751,1.0525966520525174,1.262172567333697,0.8920946274783639,True
BSD011,p157,sub-BSD011/sub-BSD011_ses-p157.nwb,18dd413415d10fcc335b8d2db51bc7b23521bcd0ea9d1712432e8523549459f0,substantive,,809,808,808,488,147,0.613546506211728,0.5047209479958787,0.725687394591215,0.7424863387978142,True
BSD011,p158,sub-BSD011/sub-BSD011_ses-p158.nwb,c7b5006579451ac271225036279513805694bbc16b49a7afda98a24bd2a1fa48,substantive,,1064,1061,1061,627,230,-0.06699024679381294,-0.1973690914811634,0.06906176919612345,0.46886484987171484,False
BSD011,p159,sub-BSD011/sub-BSD011_ses-p159.nwb,6096a244cb175c1e8789d30c7255aaada65a53e3a507c151b35d223f6e830056,substantive,,847,843,843,542,137,-0.12215813294942487,-0.25326297318197893,0.00811850526114308,0.44982088507016454,False
BSD011,p160,sub-BSD011/sub-BSD011_ses-p160.nwb,8176549c4b372639948240113816cbf46a89890eb4dd67dffd20ead157c17a31,substantive,,446,442,442,277,79,0.0024953510848487997,-0.1961215770453089,0.20157626584704447,0.5028104007677192,False
BSD011,p161,sub-BSD011/sub-BSD011_ses-p161.nwb,9777f7b02aebbe71abcb105eb9f28574e4e91b842c3e4290cae7f73f41e8c62b,substantive,,577,571,571,331,129,-0.17761078134206942,-0.3368145118139594,-0.014132080523976591,0.4328672802641748,False
BSD015,p104,sub-BSD015/sub-BSD015_ses-p104.nwb,89bd98defd1edde6cecc473e51c60882ea662f94bbabdf6985a275205d49489d,substantive,,1017,1013,1013,555,195,0.9124108550650335,0.8380533015721081,0.9878757948860459,0.9038392238392239,True
BSD015,p105,sub-BSD015/sub-BSD015_ses-p105.nwb,33c3b017b882aba3508288fa8befd4d23b210d747ab37c4c8af773e48ae653f2,substantive,,984,982,982,568,160,0.4926287098655675,0.449285908852766,0.5373193922081644,0.9017165492957746,True
